,bg,bg_num,compliant,fg,fg_num,ratio,new_ratio,new_fg
6340,#EC1120,15470880,False,#29B3E0,2733024,1.84,3.53,#2e5030
6341,#EC1120,15470880,False,#7200E0,7471328,1.67,1.96,#2e5030
6342,#EC1120,15470880,False,#C8DFE0,13164512,3.23,4.49,#2e5030
6343,#EC1120,15470880,False,#C41360,12850016,1.29,2.12,#2e5030
6344,#EC1120,15470880,False,#84C230,8700464,2.08,3.56,#2e5030
6345,#EC1120,15470880,False,#9BD310,10212112,2.51,3.86,#2e5030
6346,#EC1120,15470880,False,#B4BAC0,11844288,2.29,4.49,#2e5030
6347,#EC1120,15470880,False,#BCA2E0,12362464,2.01,4.49,#2e5030
6348,#EC1120,15470880,False,#C80510,13108496,1.33,1.88,#2e5030
6349,#EC1120,15470880,False,#8555E0,8738272,1.06,3.88,#2e5030
6350,#EC1120,15470880,False,#FB31E0,16462304,1.41,3.69,#2e5030
6351,#EC1120,15470880,False,#70A9C0,7383488,1.74,4.03,#2e5030
6352,#EC1120,15470880,False,#890670,8980080,2.0,1.47,#2e5030
6353,#EC1120,15470880,False,#E0C310,14730000,2.56,3.82,#2e5030
6354,#EC1120,15470880,False,#C25010,12734480,1.04,2.53,#2e5030
6355,#EC1120,15470880,False,#081370,529264,3.48,1.32,#2e5030
6356,#EC1120,15470880,False,#2EFA40,3078720,3.18,4.13,#2e5030
6357,#EC1120,15470880,False,#333D30,3358000,2.52,1.54,#2e5030
6358,#EC1120,15470880,False,#263FC0,2506688,1.82,2.26,#2e5030
6359,#EC1120,15470880,False,#4A96C0,4888256,1.37,3.39,#2e5030
6360,#EC1120,15470880,False,#3FC140,4178240,1.9,3.49,#2e5030
6361,#EC1120,15470880,False,#9543A0,9782176,1.3,2.5,#2e5030
6362,#EC1120,15470880,False,#A96760,11102048,1.02,3.21,#2e5030
6363,#EC1120,15470880,False,#E7A960,15182176,2.19,4.42,#2e5030
6364,#EC1120,15470880,False,#2E16A0,3020448,2.68,1.34,#2e5030
6365,#EC1120,15470880,False,#53BFC0,5488576,2.05,3.76,#2e5030
6366,#EC1120,15470880,False,#BF5F20,12541728,1.04,2.74,#2e5030
6367,#EC1120,15470880,False,#00A160,41312,1.34,3.51,#2e5030
6368,#EC1120,15470880,False,#E96540,15295808,1.37,3.74,#2e5030
6369,#EC1120,15470880,False,#3793F0,3642352,1.41,3.76,#2e5030
6370,#EC1120,15470880,False,#E51A10,15014416,1.04,2.57,#2e5030
6371,#EC1120,15470880,False,#FDE820,16640032,3.58,4.25,#2e5030
6372,#EC1120,15470880,False,#9326D0,9643728,1.36,2.59,#2e5030
6373,#EC1120,15470880,False,#9D72E0,10318560,1.26,4.49,#2e5030
6374,#EC1120,15470880,False,#D80DD0,14159312,1.04,2.41,#2e5030
6375,#EC1120,15470880,False,#8CF780,9238400,3.37,4.49,#2e5030
6376,#EC1120,15470880,False,#4AC3F0,4899824,2.21,4.23,#2e5030
6377,#EC1120,15470880,False,#9AEA80,10152576,3.09,4.49,#2e5030
6378,#EC1120,15470880,False,#E26600,14837248,1.31,2.93,#2e5030
6379,#EC1120,15470880,False,#B3D6C0,11785920,2.84,4.49,#2e5030
6380,#EC1120,15470880,False,#416090,4284560,1.41,2.35,#2e5030
6381,#EC1120,15470880,False,#9DDF60,10346336,2.81,4.36,#2e5030
6382,#EC1120,15470880,False,#8A36D0,9058000,1.32,2.9,#2e5030
6383,#EC1120,15470880,False,#84B580,8697216,1.9,4.13,#2e5030
6384,#EC1120,15470880,False,#332C00,3353600,3.1,2.65,#2e5030
6385,#EC1120,15470880,False,#60ADC0,6335936,1.76,3.81,#2e5030
6386,#EC1120,15470880,False,#295320,2708256,1.98,2.08,#2e5030
6387,#EC1120,15470880,False,#091150,594256,3.86,1.63,#2e5030
6388,#EC1120,15470880,False,#1F8860,2066528,1.01,2.82,#2e5030
6389,#EC1120,15470880,False,#F1D2F0,15848176,3.26,4.49,#2e5030
6390,#EC1120,15470880,False,#B06230,11559472,1.0,2.74,#2e5030
6391,#EC1120,15470880,False,#CB8170,13336944,1.48,4.14,#2e5030
6392,#EC1120,15470880,False,#3D6250,4022864,1.52,2.17,#2e5030
6393,#EC1120,15470880,False,#873100,8859904,1.89,1.82,#2e5030
6394,#EC1120,15470880,False,#40D850,4249680,2.39,3.85,#2e5030
6395,#EC1120,15470880,False,#D106E0,13698784,1.03,2.37,#2e5030
6396,#EC1120,15470880,False,#E64A90,15092368,1.23,3.81,#2e5030
6397,#EC1120,15470880,False,#628BB0,6458288,1.25,3.45,#2e5030
6398,#EC1120,15470880,False,#E95B80,15293312,1.34,4.28,#2e5030
6399,#EC1120,15470880,False,#7F4300,8340224,1.72,2.18,#2e5030
6400,#EC1120,15470880,False,#E9F0A0,15331488,3.73,4.49,#2e5030
6401,#EC1120,15470880,False,#E6F620,15136288,3.76,4.27,#2e5030
6402,#EC1120,15470880,False,#4D5F30,5070640,1.55,2.25,#2e5030
6403,#EC1120,15470880,False,#A46750,10774352,1.0,2.92,#2e5030
6404,#EC1120,15470880,False,#302DD0,3157456,1.93,2.53,#2e5030
6405,#EC1120,15470880,False,#371450,3609680,3.38,1.13,#2e5030
6406,#EC1120,15470880,False,#364BC0,3558336,1.59,2.62,#2e5030
6407,#EC1120,15470880,False,#E7F8B0,15202480,3.95,4.49,#2e5030
6408,#EC1120,15470880,False,#669220,6722080,1.22,3.09,#2e5030
6409,#EC1120,15470880,False,#819B70,8493936,1.46,3.47,#2e5030
6410,#EC1120,15470880,False,#3B5470,3888240,1.73,1.95,#2e5030
6411,#EC1120,15470880,False,#B4ED10,11857168,3.22,4.02,#2e5030
6412,#EC1120,15470880,False,#493060,4796512,2.48,1.39,#2e5030
6413,#EC1120,15470880,False,#7E8950,8292688,1.19,2.96,#2e5030
6414,#EC1120,15470880,False,#1E9320,2003744,1.12,2.87,#2e5030
6415,#EC1120,15470880,False,#1A3DA0,1719712,2.1,1.7,#2e5030
6416,#EC1120,15470880,False,#DC62F0,14443248,1.51,4.49,#2e5030
6417,#EC1120,15470880,False,#DBA3D0,14394320,2.17,4.49,#2e5030
6418,#EC1120,15470880,False,#BE35C0,12465600,1.04,2.76,#2e5030
6419,#EC1120,15470880,False,#F63410,16135184,1.16,2.98,#2e5030
6420,#EC1120,15470880,False,#D17A00,13728256,1.39,3.04,#2e5030
6421,#EC1120,15470880,False,#87EA10,8907280,2.95,3.92,#2e5030
6422,#EC1120,15470880,False,#A55720,10835744,1.17,2.43,#2e5030
6423,#EC1120,15470880,False,#51FE90,5373584,3.41,4.49,#2e5030
6424,#EC1120,15470880,False,#AE4CD0,11422928,1.01,3.4,#2e5030
6425,#EC1120,15470880,False,#705640,7362112,1.5,2.14,#2e5030
6426,#EC1120,15470880,False,#1AE910,1763600,2.72,3.7,#2e5030
6427,#EC1120,15470880,False,#0FAC60,1027168,1.51,3.28,#2e5030
6428,#EC1120,15470880,False,#513510,5322000,2.5,1.77,#2e5030
6429,#EC1120,15470880,False,#260BB0,2493360,2.65,1.3,#2e5030
6430,#EC1120,15470880,False,#B4DC60,11852896,2.85,4.33,#2e5030
6431,#EC1120,15470880,False,#DDE350,14541648,3.25,4.33,#2e5030
6432,#EC1120,15470880,False,#F5CE80,16109184,3.0,4.49,#2e5030
6433,#EC1120,15470880,False,#F3F8D0,15988944,4.1,4.49,#2e5030
6434,#EC1120,15470880,False,#9B73C0,10187712,1.2,3.93,#2e5030
6435,#EC1120,15470880,False,#AE2C70,11414640,1.37,2.26,#2e5030
6436,#EC1120,15470880,False,#8B81B0,9142704,1.25,3.93,#2e5030
6437,#EC1120,15470880,False,#8EA9A0,9349536,1.78,4.13,#2e5030
6438,#EC1120,15470880,False,#B20510,11666704,1.59,1.63,#2e5030
6439,#EC1120,15470880,False,#4443A0,4473760,1.82,2.28,#2e5030
6440,#EC1120,15470880,False,#67A090,6791312,1.5,3.45,#2e5030
6441,#EC1120,15470880,False,#58CB70,5819248,2.18,3.93,#2e5030
6442,#EC1120,15470880,False,#79C910,7981328,2.17,3.7,#2e5030
6443,#EC1120,15470880,False,#00EDC0,60864,2.97,3.86,#2e5030
6444,#EC1120,15470880,False,#209730,2135856,1.18,2.91,#2e5030
6445,#EC1120,15470880,False,#F798A0,16226464,2.13,4.49,#2e5030
6446,#EC1120,15470880,False,#066D10,421136,1.45,3.03,#2e5030
6447,#EC1120,15470880,False,#CA7130,13267248,1.26,3.13,#2e5030
6448,#EC1120,15470880,False,#7DB480,8238208,1.86,4.05,#2e5030
6449,#EC1120,15470880,False,#1B2F70,1781616,2.76,1.2,#2e5030
6450,#6DABE0,7187424,False,#DE8320,14582560,1.15,5.6,#2e5030
6451,#6DABE0,7187424,False,#D55360,13980512,1.63,5.28,#2e5030
6452,#6DABE0,7187424,False,#315880,3233920,3.01,8.55,#2e5030
6453,#6DABE0,7187424,False,#F409A0,15993248,1.58,6.43,#2e5030
6454,#6DABE0,7187424,False,#57A310,5743376,1.28,8.55,#2e5030
6456,#6DABE0,7187424,False,#1CD190,1888656,1.23,5.6,#2e5030
6457,#6DABE0,7187424,False,#8D5AF0,9263856,1.76,5.34,#2e5030
6458,#6DABE0,7187424,False,#04FC70,326768,1.77,4.09,#2e5030
6459,#6DABE0,7187424,False,#8BC760,9160544,1.22,3.41,#2e5030
6460,#6DABE0,7187424,False,#5E40D0,6176976,2.74,6.87,#2e5030
6461,#6DABE0,7187424,False,#A76490,10970256,1.75,6.03,#2e5030
6462,#6DABE0,7187424,False,#D9B500,14267648,1.23,6.61,#2e5030
6463,#6DABE0,7187424,False,#9DEC20,10349600,1.69,3.62,#2e5030
6464,#6DABE0,7187424,False,#337DB0,3374512,1.81,7.13,#2e5030
6465,#6DABE0,7187424,False,#D92EB0,14233264,1.72,6.17,#2e5030
6466,#6DABE0,7187424,False,#42A940,4368704,1.22,6.42,#2e5030
6467,#6DABE0,7187424,False,#0C4D60,806240,3.8,8.55,#2e5030
6468,#6DABE0,7187424,False,#902C90,9448592,2.9,8.37,#2e5030
6470,#6DABE0,7187424,False,#9DFBC0,10353600,1.98,1.33,#2e5030
6471,#6DABE0,7187424,False,#EC6600,15492608,1.32,6.48,#2e5030
6472,#6DABE0,7187424,False,#F8F1F0,16314864,2.2,1.31,#2e5030
6474,#6DABE0,7187424,False,#E179E0,14776800,1.06,3.27,#2e5030
6475,#6DABE0,7187424,False,#9F8BA0,10455968,1.28,4.65,#2e5030
6476,#6DABE0,7187424,False,#712B50,7416656,3.95,8.55,#2e5030
6477,#6DABE0,7187424,False,#EAE090,15392912,1.81,1.18,#2e5030
6478,#6DABE0,7187424,False,#F68E80,16158336,1.06,2.64,#2e5030
6479,#6DABE0,7187424,False,#BCF520,12383520,1.89,2.98,#2e5030
6480,#6DABE0,7187424,False,#E39010,14913552,1.03,5.81,#2e5030
6481,#6DABE0,7187424,False,#50F6A0,5306016,1.75,1.76,#2e5030
6483,#6DABE0,7187424,False,#23AEB0,2338480,1.1,7.25,#2e5030
6484,#6DABE0,7187424,False,#0B45C0,738752,3.25,8.15,#2e5030
6485,#6DABE0,7187424,False,#7A4690,8013456,2.75,7.8,#2e5030
6486,#6DABE0,7187424,False,#739940,7575872,1.34,7.17,#2e5030
6487,#6DABE0,7187424,False,#D430B0,13906096,1.76,6.29,#2e5030
6488,#6DABE0,7187424,False,#5928B0,5843120,3.63,7.98,#2e5030
6489,#6DABE0,7187424,False,#DEF280,14611072,2.0,1.03,#2e5030
6490,#6DABE0,7187424,False,#29B3E0,2733024,1.0,4.84,#2e5030
6491,#6DABE0,7187424,False,#7200E0,7471328,3.06,7.94,#2e5030
6492,#6DABE0,7187424,False,#C8DFE0,13164512,1.76,1.31,#2e5030
6493,#6DABE0,7187424,False,#C41360,12850016,2.36,7.88,#2e5030
6494,#6DABE0,7187424,False,#84C230,8700464,1.13,5.51,#2e5030
6495,#6DABE0,7187424,False,#9BD310,10212112,1.37,5.93,#2e5030
6496,#6DABE0,7187424,False,#B4BAC0,11844288,1.25,2.56,#2e5030
6497,#6DABE0,7187424,False,#BCA2E0,12362464,1.09,3.47,#2e5030
6498,#6DABE0,7187424,False,#C80510,13108496,2.45,8.15,#2e5030
6499,#6DABE0,7187424,False,#8555E0,8738272,1.95,5.83,#2e5030
6500,#6DABE0,7187424,False,#FB31E0,16462304,1.29,4.29,#2e5030
6501,#6DABE0,7187424,False,#70A9C0,7383488,1.05,3.93,#2e5030
6502,#6DABE0,7187424,False,#890670,8980080,3.68,8.55,#2e5030
6503,#6DABE0,7187424,False,#E0C310,14730000,1.4,5.24,#2e5030
6504,#6DABE0,7187424,False,#C25010,12734480,1.92,7.73,#2e5030
6506,#6DABE0,7187424,False,#2EFA40,3078720,1.73,2.47,#2e5030
6508,#6DABE0,7187424,False,#263FC0,2506688,3.34,7.7,#2e5030
6509,#6DABE0,7187424,False,#4A96C0,4888256,1.33,5.45,#2e5030
6510,#6DABE0,7187424,False,#3FC140,4178240,1.04,5.14,#2e5030
6511,#6DABE0,7187424,False,#9543A0,9782176,2.38,7.45,#2e5030
6512,#6DABE0,7187424,False,#A96760,11102048,1.78,6.08,#2e5030
6513,#6DABE0,7187424,False,#E7A960,15182176,1.19,2.79,#2e5030
6515,#6DABE0,7187424,False,#53BFC0,5488576,1.12,4.25,#2e5030
6516,#6DABE0,7187424,False,#BF5F20,12541728,1.75,7.25,#2e5030
6517,#6DABE0,7187424,False,#00A160,41312,1.36,8.55,#2e5030
6518,#6DABE0,7187424,False,#E96540,15295808,1.33,4.65,#2e5030
6519,#6DABE0,7187424,False,#3793F0,3642352,1.29,4.66,#2e5030
6520,#6DABE0,7187424,False,#E51A10,15014416,1.9,6.91,#2e5030
6521,#6DABE0,7187424,False,#FDE820,16640032,1.95,2.6,#2e5030
6522,#6DABE0,7187424,False,#9326D0,9643728,2.49,7.16,#2e5030
6523,#6DABE0,7187424,False,#9D72E0,10318560,1.44,4.86,#2e5030
6524,#6DABE0,7187424,False,#D80DD0,14159312,1.74,7.25,#2e5030
6525,#6DABE0,7187424,False,#8CF780,9238400,1.83,1.06,#2e5030
6526,#6DABE0,7187424,False,#4AC3F0,4899824,1.21,2.93,#2e5030
6527,#6DABE0,7187424,False,#9AEA80,10152576,1.69,1.42,#2e5030
6528,#6DABE0,7187424,False,#E26600,14837248,1.39,6.93,#2e5030
6529,#6DABE0,7187424,False,#B3D6C0,11785920,1.55,1.65,#2e5030
6530,#6DABE0,7187424,False,#416090,4284560,2.59,7.87,#2e5030
6531,#6DABE0,7187424,False,#9DDF60,10346336,1.53,2.24,#2e5030
6532,#6DABE0,7187424,False,#8A36D0,9058000,2.43,6.76,#2e5030
6533,#6DABE0,7187424,False,#84B580,8697216,1.04,3.57,#2e5030
6535,#6DABE0,7187424,False,#60ADC0,6335936,1.03,4.23,#2e5030
6536,#6DABE0,7187424,False,#295320,2708256,3.63,8.55,#2e5030
6538,#6DABE0,7187424,False,#1F8860,2066528,1.8,8.55,#2e5030
6539,#6DABE0,7187424,False,#F1D2F0,15848176,1.77,1.64,#2e5030
6540,#6DABE0,7187424,False,#B06230,11559472,1.84,7.25,#2e5030
6541,#6DABE0,7187424,False,#CB8170,13336944,1.23,4.29,#2e5030
6542,#6DABE0,7187424,False,#3D6250,4022864,2.79,8.55,#2e5030
6543,#6DABE0,7187424,False,#873100,8859904,3.46,8.55,#2e5030
6544,#6DABE0,7187424,False,#40D850,4249680,1.3,3.7,#2e5030
6545,#6DABE0,7187424,False,#D106E0,13698784,1.77,7.3,#2e5030
6546,#6DABE0,7187424,False,#E64A90,15092368,1.48,4.77,#2e5030
6547,#6DABE0,7187424,False,#628BB0,6458288,1.46,5.43,#2e5030
6548,#6DABE0,7187424,False,#E95B80,15293312,1.36,4.19,#2e5030
6549,#6DABE0,7187424,False,#7F4300,8340224,3.16,8.55,#2e5030
6550,#6DABE0,7187424,False,#E9F0A0,15331488,2.03,1.2,#2e5030
6551,#6DABE0,7187424,False,#E6F620,15136288,2.05,2.75,#2e5030
6552,#6DABE0,7187424,False,#4D5F30,5070640,2.85,8.55,#2e5030
6553,#6DABE0,7187424,False,#A46750,10774352,1.84,6.66,#2e5030
6554,#6DABE0,7187424,False,#302DD0,3157456,3.54,7.47,#2e5030
6556,#6DABE0,7187424,False,#364BC0,3558336,2.92,7.25,#2e5030
6557,#6DABE0,7187424,False,#E7F8B0,15202480,2.15,1.6,#2e5030
6558,#6DABE0,7187424,False,#669220,6722080,1.5,8.55,#2e5030
6559,#6DABE0,7187424,False,#819B70,8493936,1.24,5.28,#2e5030
6560,#6DABE0,7187424,False,#3B5470,3888240,3.18,8.55,#2e5030
6561,#6DABE0,7187424,False,#B4ED10,11857168,1.76,4.21,#2e5030
6563,#6DABE0,7187424,False,#7E8950,8292688,1.53,7.3,#2e5030
6564,#6DABE0,7187424,False,#1E9320,2003744,1.62,8.55,#2e5030
6565,#6DABE0,7187424,False,#1A3DA0,1719712,3.85,8.44,#2e5030
6566,#6DABE0,7187424,False,#DC62F0,14443248,1.21,3.59,#2e5030
6567,#6DABE0,7187424,False,#DBA3D0,14394320,1.18,2.73,#2e5030
6568,#6DABE0,7187424,False,#BE35C0,12465600,1.91,6.79,#2e5030
6569,#6DABE0,7187424,False,#F63410,16135184,1.57,6.06,#2e5030
6570,#6DABE0,7187424,False,#D17A00,13728256,1.31,7.47,#2e5030
6571,#6DABE0,7187424,False,#87EA10,8907280,1.61,4.52,#2e5030
6572,#6DABE0,7187424,False,#A55720,10835744,2.14,8.09,#2e5030
6573,#6DABE0,7187424,False,#51FE90,5373584,1.86,1.47,#2e5030
6574,#6DABE0,7187424,False,#AE4CD0,11422928,1.8,5.74,#2e5030
6575,#6DABE0,7187424,False,#705640,7362112,2.76,8.55,#2e5030
6576,#6DABE0,7187424,False,#1AE910,1763600,1.48,4.77,#2e5030
6577,#6DABE0,7187424,False,#0FAC60,1027168,1.2,8.24,#2e5030
6580,#6DABE0,7187424,False,#B4DC60,11852896,1.56,2.27,#2e5030
6581,#6DABE0,7187424,False,#DDE350,14541648,1.77,2.18,#2e5030
6582,#6DABE0,7187424,False,#F5CE80,16109184,1.63,1.45,#2e5030
6583,#6DABE0,7187424,False,#F3F8D0,15988944,2.23,1.67,#2e5030
6584,#6DABE0,7187424,False,#9B73C0,10187712,1.52,5.11,#2e5030
6585,#6DABE0,7187424,False,#AE2C70,11414640,2.51,7.73,#2e5030
6586,#6DABE0,7187424,False,#8B81B0,9142704,1.45,4.99,#2e5030
6587,#6DABE0,7187424,False,#8EA9A0,9349536,1.02,3.77,#2e5030
6588,#6DABE0,7187424,False,#B20510,11666704,2.92,8.5,#2e5030
6589,#6DABE0,7187424,False,#4443A0,4473760,3.34,7.73,#2e5030
6590,#6DABE0,7187424,False,#67A090,6791312,1.22,5.36,#2e5030
6591,#6DABE0,7187424,False,#58CB70,5819248,1.19,3.55,#2e5030
6592,#6DABE0,7187424,False,#79C910,7981328,1.18,6.65,#2e5030
6593,#6DABE0,7187424,False,#00EDC0,60864,1.62,5.13,#2e5030
6594,#6DABE0,7187424,False,#209730,2135856,1.54,8.39,#2e5030
6595,#6DABE0,7187424,False,#F798A0,16226464,1.16,2.31,#2e5030
6596,#6DABE0,7187424,False,#066D10,421136,2.67,8.55,#2e5030
6597,#6DABE0,7187424,False,#CA7130,13267248,1.44,6.13,#2e5030
6598,#6DABE0,7187424,False,#7DB480,8238208,1.01,3.7,#2e5030
6601,#092820,600096,False,#D55360,13980512,3.91,12.7,#2e5030
6602,#092820,600096,False,#315880,3233920,2.12,7.04,#2e5030
6603,#092820,600096,False,#F409A0,15993248,4.03,9.49,#2e5030
6605,#092820,600096,False,#1F1330,2036528,1.11,2.4,#2e5030
6607,#092820,600096,False,#8D5AF0,9263856,3.63,15.5,#2e5030
6610,#092820,600096,False,#5E40D0,6176976,2.33,10.5,#2e5030
6611,#092820,600096,False,#A76490,10970256,3.64,11.3,#2e5030
6614,#092820,600096,False,#337DB0,3374512,3.51,9.72,#2e5030
6615,#092820,600096,False,#D92EB0,14233264,3.71,10.4,#2e5030
6617,#092820,600096,False,#0C4D60,806240,1.68,7.3,#2e5030
6618,#092820,600096,False,#902C90,9448592,2.2,6.86,#2e5030
6619,#092820,600096,False,#541980,5511552,1.36,4.46,#2e5030
6623,#092820,600096,False,#570840,5703744,1.13,4.08,#2e5030
6626,#092820,600096,False,#712B50,7416656,1.61,5.47,#2e5030
6632,#092820,600096,False,#164210,1458704,1.36,7.6,#2e5030
6634,#092820,600096,False,#0B45C0,738752,1.96,6.81,#2e5030
6635,#092820,600096,False,#7A4690,8013456,2.32,8.06,#2e5030
6637,#092820,600096,False,#D430B0,13906096,3.62,10.3,#2e5030
6638,#092820,600096,False,#5928B0,5843120,1.76,7.03,#2e5030
6641,#092820,600096,False,#7200E0,7471328,2.08,6.87,#2e5030
6643,#092820,600096,False,#C41360,12850016,2.7,7.43,#2e5030
6648,#092820,600096,False,#C80510,13108496,2.6,6.59,#2e5030
6649,#092820,600096,False,#8555E0,8738272,3.27,13.5,#2e5030
6652,#092820,600096,False,#890670,8980080,1.73,5.16,#2e5030
6654,#092820,600096,False,#C25010,12734480,3.32,8.86,#2e5030
6655,#092820,600096,False,#081370,529264,1.0,2.62,#2e5030
6657,#092820,600096,False,#333D30,3358000,1.38,5.39,#2e5030
6658,#092820,600096,False,#263FC0,2506688,1.91,7.89,#2e5030
6661,#092820,600096,False,#9543A0,9782176,2.68,8.75,#2e5030
6662,#092820,600096,False,#A96760,11102048,3.58,11.2,#2e5030
6664,#092820,600096,False,#2E16A0,3020448,1.3,4.69,#2e5030
6666,#092820,600096,False,#BF5F20,12541728,3.64,9.59,#2e5030
6670,#092820,600096,False,#E51A10,15014416,3.35,8.98,#2e5030
6672,#092820,600096,False,#9326D0,9643728,2.56,9.07,#2e5030
6673,#092820,600096,False,#9D72E0,10318560,4.42,15.7,#2e5030
6674,#092820,600096,False,#D80DD0,14159312,3.65,8.42,#2e5030
6680,#092820,600096,False,#416090,4284560,2.47,8.24,#2e5030
6682,#092820,600096,False,#8A36D0,9058000,2.63,10.1,#2e5030
6684,#092820,600096,False,#332C00,3353600,1.12,9.28,#2e5030
6686,#092820,600096,False,#295320,2708256,1.76,7.28,#2e5030
6687,#092820,600096,False,#091150,594256,1.1,2.13,#2e5030
6688,#092820,600096,False,#1F8860,2066528,3.55,9.86,#2e5030
6690,#092820,600096,False,#B06230,11559472,3.46,9.59,#2e5030
6692,#092820,600096,False,#3D6250,4022864,2.29,7.58,#2e5030
6693,#092820,600096,False,#873100,8859904,1.84,6.36,#2e5030
6695,#092820,600096,False,#D106E0,13698784,3.6,8.29,#2e5030
6696,#092820,600096,False,#E64A90,15092368,4.3,13.3,#2e5030
6697,#092820,600096,False,#628BB0,6458288,4.37,12.0,#2e5030
6699,#092820,600096,False,#7F4300,8340224,2.02,7.62,#2e5030
6702,#092820,600096,False,#4D5F30,5070640,2.24,7.87,#2e5030
6703,#092820,600096,False,#A46750,10774352,3.46,10.2,#2e5030
6704,#092820,600096,False,#302DD0,3157456,1.8,8.87,#2e5030
6705,#092820,600096,False,#371450,3609680,1.03,3.07,#2e5030
6706,#092820,600096,False,#364BC0,3558336,2.18,9.16,#2e5030
6708,#092820,600096,False,#669220,6722080,4.26,10.8,#2e5030
6710,#092820,600096,False,#3B5470,3888240,2.01,6.81,#2e5030
6712,#092820,600096,False,#493060,4796512,1.4,4.87,#2e5030
6713,#092820,600096,False,#7E8950,8292688,4.17,10.3,#2e5030
6714,#092820,600096,False,#1E9320,2003744,3.92,10.0,#2e5030
6715,#092820,600096,False,#1A3DA0,1719712,1.66,5.96,#2e5030
6718,#092820,600096,False,#BE35C0,12465600,3.33,9.64,#2e5030
6719,#092820,600096,False,#F63410,16135184,4.05,10.4,#2e5030
6722,#092820,600096,False,#A55720,10835744,2.98,8.52,#2e5030
6724,#092820,600096,False,#AE4CD0,11422928,3.55,11.8,#2e5030
6725,#092820,600096,False,#705640,7362112,2.31,7.49,#2e5030
6728,#092820,600096,False,#513510,5322000,1.39,6.19,#2e5030
6729,#092820,600096,False,#260BB0,2493360,1.31,4.56,#2e5030
6734,#092820,600096,False,#9B73C0,10187712,4.19,13.7,#2e5030
6735,#092820,600096,False,#AE2C70,11414640,2.54,7.91,#2e5030
6736,#092820,600096,False,#8B81B0,9142704,4.38,13.7,#2e5030
6738,#092820,600096,False,#B20510,11666704,2.18,5.72,#2e5030
6739,#092820,600096,False,#4443A0,4473760,1.91,7.99,#2e5030
6744,#092820,600096,False,#209730,2135856,4.13,10.1,#2e5030
6746,#092820,600096,False,#066D10,421136,2.39,10.6,#2e5030
6747,#092820,600096,False,#CA7130,13267248,4.42,10.9,#2e5030
6749,#092820,600096,False,#1B2F70,1781616,1.26,4.22,#2e5030
6750,#02BEB0,179888,False,#DE8320,14582560,1.21,1.72,#2e5030
6751,#02BEB0,179888,False,#D55360,13980512,1.71,1.89,#2e5030
6752,#02BEB0,179888,False,#315880,3233920,3.16,1.04,#2e5030
6753,#02BEB0,179888,False,#F409A0,15993248,1.66,1.41,#2e5030
6754,#02BEB0,179888,False,#57A310,5743376,1.35,1.74,#2e5030
6756,#02BEB0,179888,False,#1CD190,1888656,1.17,1.85,#2e5030
6757,#02BEB0,179888,False,#8D5AF0,9263856,1.85,2.31,#2e5030
6758,#02BEB0,179888,False,#04FC70,326768,1.68,2.0,#2e5030
6759,#02BEB0,179888,False,#8BC760,9160544,1.16,2.08,#2e5030
6760,#02BEB0,179888,False,#5E40D0,6176976,2.88,1.56,#2e5030
6761,#02BEB0,179888,False,#A76490,10970256,1.84,1.68,#2e5030
6762,#02BEB0,179888,False,#D9B500,14267648,1.17,1.95,#2e5030
6763,#02BEB0,179888,False,#9DEC20,10349600,1.6,2.09,#2e5030
6764,#02BEB0,179888,False,#337DB0,3374512,1.91,1.44,#2e5030
6765,#02BEB0,179888,False,#D92EB0,14233264,1.81,1.55,#2e5030
6766,#02BEB0,179888,False,#42A940,4368704,1.28,1.64,#2e5030
6767,#02BEB0,179888,False,#0C4D60,806240,4.0,1.08,#2e5030
6768,#02BEB0,179888,False,#902C90,9448592,3.05,1.01,#2e5030
6770,#02BEB0,179888,False,#9DFBC0,10353600,1.88,2.33,#2e5030
6771,#02BEB0,179888,False,#EC6600,15492608,1.39,1.56,#2e5030
6772,#02BEB0,179888,False,#F8F1F0,16314864,2.09,2.33,#2e5030
6774,#02BEB0,179888,False,#E179E0,14776800,1.12,2.33,#2e5030
6775,#02BEB0,179888,False,#9F8BA0,10455968,1.34,2.0,#2e5030
6776,#02BEB0,179888,False,#712B50,7416656,4.15,1.22,#2e5030
6777,#02BEB0,179888,False,#EAE090,15392912,1.73,2.33,#2e5030
6778,#02BEB0,179888,False,#F68E80,16158336,1.01,2.33,#2e5030
6779,#02BEB0,179888,False,#BCF520,12383520,1.8,2.17,#2e5030
6780,#02BEB0,179888,False,#E39010,14913552,1.08,1.75,#2e5030
6781,#02BEB0,179888,False,#50F6A0,5306016,1.67,2.3,#2e5030
6783,#02BEB0,179888,False,#23AEB0,2338480,1.16,1.7,#2e5030
6784,#02BEB0,179888,False,#0B45C0,738752,3.42,1.01,#2e5030
6785,#02BEB0,179888,False,#7A4690,8013456,2.89,1.19,#2e5030
6786,#02BEB0,179888,False,#739940,7575872,1.41,1.6,#2e5030
6787,#02BEB0,179888,False,#D430B0,13906096,1.85,1.54,#2e5030
6788,#02BEB0,179888,False,#5928B0,5843120,3.81,1.04,#2e5030
6789,#02BEB0,179888,False,#DEF280,14611072,1.9,2.33,#2e5030
6790,#02BEB0,179888,False,#29B3E0,2733024,1.04,1.83,#2e5030
6791,#02BEB0,179888,False,#7200E0,7471328,3.22,1.02,#2e5030
