,background,foreground,level,ratio,selector,type,site_id,url
22,,,alert,0,html > body#uni-home > p:nth-of-type(1) + label + input + div + script + div > section:nth-of-type(1) + div + div + section + section > div:nth-of-type(1) > div#qf-81b96e26-7591-4bec-a1b1-f49bdeeb3964 > section:nth-of-type(1) > a:nth-of-type(1) > h2:nth-of-type(1) + p,heading_possible,1,https://odu.edu/
23,,,alert,0,html > body#uni-home > p:nth-of-type(1) + label + input + div + script + div > section:nth-of-type(1) + div + div + section + section > div:nth-of-type(1) > div#qf-81b96e26-7591-4bec-a1b1-f49bdeeb3964 > section:nth-of-type(1) + section > a:nth-of-type(1) > h2:nth-of-type(1) + p,heading_possible,1,https://odu.edu/
24,,,alert,0,html > body#uni-home > p:nth-of-type(1) + label + input + div + script + div > section:nth-of-type(1) + div + div + section + section > div:nth-of-type(1) > div#qf-81b96e26-7591-4bec-a1b1-f49bdeeb3964 > section:nth-of-type(1) + section + section > a:nth-of-type(1) > h2:nth-of-type(1) + p,heading_possible,1,https://odu.edu/
25,,,alert,0,html > body#uni-home > p:nth-of-type(1) + label + input + div + script + div > section:nth-of-type(1) + div + div + section + section > div:nth-of-type(1) > div#qf-81b96e26-7591-4bec-a1b1-f49bdeeb3964 > section:nth-of-type(1) + section + section + section > a:nth-of-type(1) > h2:nth-of-type(1) + p,heading_possible,1,https://odu.edu/
26,,,alert,0,html > body#uni-home > div#page-container > header#university-header > a#university-mobile-menu-toggle,link_internal_broken,1,https://odu.edu/
27,,,alert,0,html > body#uni-home > div#page-container > section#interactive2 > div:nth-of-type(1) > style:nth-of-type(1) + div + div > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div#false > img:nth-of-type(1) + div > div:nth-of-type(1) > p:nth-of-type(1) + h2 + p + div > div:nth-of-type(1) > a:nth-of-type(1),link_suspicious,1,https://odu.edu/
28,,,alert,0,html > body#uni-home > div#page-container > section#interactive2 > div:nth-of-type(1) > style:nth-of-type(1) + div + div > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div#false > img:nth-of-type(1) + div + div > h2:nth-of-type(1) + p + a,link_suspicious,1,https://odu.edu/
29,,,alert,0,html > body#uni-home > div#page-container > section#interactive2 > div:nth-of-type(1) > style:nth-of-type(1) + div + div > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) + div > div:nth-of-type(1) > div#false > img:nth-of-type(1) + div > div:nth-of-type(1) > p:nth-of-type(1) + h2 + p + div > div:nth-of-type(1) > a:nth-of-type(1),link_suspicious,1,https://odu.edu/
30,,,alert,0,html > body#uni-home > div#page-container > section#interactive2 > div:nth-of-type(1) > style:nth-of-type(1) + div + div > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) + div > div:nth-of-type(1) > div#false > img:nth-of-type(1) + div + div > h2:nth-of-type(1) + p + a,link_suspicious,1,https://odu.edu/
31,,,alert,0,html > body#uni-home > div#page-container > section#interactive2 > div:nth-of-type(1) > style:nth-of-type(1) + div + div > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) + div + div > div:nth-of-type(1) > div#false > img:nth-of-type(1) + div > div:nth-of-type(1) > p:nth-of-type(1) + h2 + p + div > div:nth-of-type(1) > a:nth-of-type(1),link_suspicious,1,https://odu.edu/
32,,,alert,0,html > body#uni-home > div#page-container > section#interactive2 > div:nth-of-type(1) > style:nth-of-type(1) + div + div > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) + div + div > div:nth-of-type(1) > div#false > img:nth-of-type(1) + div + div > h2:nth-of-type(1) + p + a,link_suspicious,1,https://odu.edu/
33,,,alert,0,html > body#uni-home > div#page-container > section#interactive2 > div#homepagecarousel > div:nth-of-type(1) > div:nth-of-type(1) + a + a + div > div:nth-of-type(1) + div > div:nth-of-type(1) + div + div > a:nth-of-type(1),link_suspicious,1,https://odu.edu/
34,,,alert,0,html > body#uni-home > div#page-container > section#interactive2 > div#homepagecarousel > div:nth-of-type(1) > div:nth-of-type(1) + a + a + div + a + a + div > div:nth-of-type(1) + div > div:nth-of-type(1) + div + div > a:nth-of-type(1),link_suspicious,1,https://odu.edu/
35,,,alert,0,html > body#uni-home > div#page-container > section#interactive2 > div#homepagecarousel > div:nth-of-type(1) > div:nth-of-type(1) + a + a + div + a + a + div + a + a + div > div:nth-of-type(1) + div > div:nth-of-type(1) + div + div > a:nth-of-type(1),link_suspicious,1,https://odu.edu/
36,,,alert,0,html > body#uni-home > div#page-container > section#interactive2 > div#homepagecarousel > div:nth-of-type(1) > div:nth-of-type(1) + a + a + div + a + a + div + a + a + div + a + a + div > div:nth-of-type(1) + div > div:nth-of-type(1) + div + div > a:nth-of-type(1),link_suspicious,1,https://odu.edu/
37,,,alert,0,html > body#uni-home > div#page-container > section#interactive2 > div#homepagecarousel > div:nth-of-type(1) > div:nth-of-type(1) + a + a + div + a + a + div + a + a + div + a + a + div + a + a + div > div:nth-of-type(1) + div > div:nth-of-type(1) + div + div > a:nth-of-type(1),link_suspicious,1,https://odu.edu/
38,,,alert,0,html > body#uni-home > div#page-container > section#interactive2 > div:nth-of-type(1) > style:nth-of-type(1) + div + div > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div#false > img:nth-of-type(1) + div + div > h2:nth-of-type(1) + p + a,link_redundant,1,https://odu.edu/
39,,,alert,0,html > body#uni-home > div#page-container > section#interactive2 > div:nth-of-type(1) > style:nth-of-type(1) + div + div > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) + div > div:nth-of-type(1) > div#false > img:nth-of-type(1) + div + div > h2:nth-of-type(1) + p + a,link_redundant,1,https://odu.edu/
40,,,alert,0,html > body#uni-home > div#page-container > section#interactive2 > div:nth-of-type(1) > style:nth-of-type(1) + div + div > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) + div + div > div:nth-of-type(1) > div#false > img:nth-of-type(1) + div + div > h2:nth-of-type(1) + p + a,link_redundant,1,https://odu.edu/
41,,,alert,0,html > body#uni-home > p:nth-of-type(1) + label + input + div + script + div > section:nth-of-type(1) + div + div + section + section + div > script:nth-of-type(1) + script + script + noscript,noscript,1,https://odu.edu/
42,,,alert,0,html > body#uni-home > p:nth-of-type(1) + label + input + div + script + div + div + footer + div + noscript,noscript,1,https://odu.edu/
43,,,alert,0,html > body#uni-home > p:nth-of-type(1) + label + input + div + script + div > section:nth-of-type(1) + div + div + section > div:nth-of-type(1) > div:nth-of-type(1) > ul:nth-of-type(1) + div > div:nth-of-type(1) + div > h2:nth-of-type(1) + section > div:nth-of-type(1) > a:nth-of-type(1) > img:nth-of-type(1) + span + span + span + span + span,underline,1,https://odu.edu/
44,,,alert,0,html > body#uni-home > p:nth-of-type(1) + label + input + div + script + div > section:nth-of-type(1) + div + div + section > div:nth-of-type(1) > div:nth-of-type(1) > ul:nth-of-type(1) + div > div:nth-of-type(1) + div > h2:nth-of-type(1) + section > div:nth-of-type(1) + div > a:nth-of-type(1) > img:nth-of-type(1) + span + span + span + span + span,underline,1,https://odu.edu/
45,,,alert,0,html > body#uni-home > p:nth-of-type(1) + label + input + div + script + div > section:nth-of-type(1) + div + div + section > div:nth-of-type(1) > div:nth-of-type(1) > ul:nth-of-type(1) + div > div:nth-of-type(1) + div > h2:nth-of-type(1) + section > div:nth-of-type(1) + div + div > a:nth-of-type(1) > img:nth-of-type(1) + span + span + span + span + span,underline,1,https://odu.edu/
46,,,alert,0,html > body#uni-home > p:nth-of-type(1) + label + input + div + script + div > section:nth-of-type(1) + div + div + section > div:nth-of-type(1) > div:nth-of-type(1) > ul:nth-of-type(1) + div > div:nth-of-type(1) + div > h2:nth-of-type(1) + section > div:nth-of-type(1) + div + div + div > a:nth-of-type(1) > img:nth-of-type(1) + span + span + span + span + span,underline,1,https://odu.edu/
47,,,alert,0,html > body#uni-home > p:nth-of-type(1) + label + input + div + script + div > section:nth-of-type(1) + div + div + section > div:nth-of-type(1) > div:nth-of-type(1) > ul:nth-of-type(1) + div > div:nth-of-type(1) + div > h2:nth-of-type(1) + section > div:nth-of-type(1) + div + div + div + div > a:nth-of-type(1) > img:nth-of-type(1) + span + span + span + span + span,underline,1,https://odu.edu/
48,,,alert,0,html > body#uni-home > p:nth-of-type(1) + label + input + div + script + div > section:nth-of-type(1) + div + div + section > div:nth-of-type(1) > div:nth-of-type(1) > ul:nth-of-type(1) + div > div:nth-of-type(1) + div > h2:nth-of-type(1) + section > div:nth-of-type(1) + div + div + div + div + div > a:nth-of-type(1) > img:nth-of-type(1) + span + span + span + span + span,underline,1,https://odu.edu/
49,,,alert,0,html > body#uni-home > p:nth-of-type(1) + label + input + div + script + div > section:nth-of-type(1) + div + div + section > div:nth-of-type(1) > div:nth-of-type(1) > ul:nth-of-type(1) + div > div:nth-of-type(1) + div > h2:nth-of-type(1) + section > div:nth-of-type(1) + div + div + div + div + div + div > a:nth-of-type(1) > img:nth-of-type(1) + span + span + span + span + span,underline,1,https://odu.edu/
50,,,alert,0,html > body#uni-home > p:nth-of-type(1) + label + input + div + script + div > section:nth-of-type(1) + div + div + section > div:nth-of-type(1) > div:nth-of-type(1) > ul:nth-of-type(1) + div > div:nth-of-type(1) + div > h2:nth-of-type(1) + section > div:nth-of-type(1) + div + div + div + div + div + div + div > a:nth-of-type(1) > img:nth-of-type(1) + span + span + span + span + span,underline,1,https://odu.edu/
51,,,alert,0,html > body#uni-home > p:nth-of-type(1) + label + input + div + script + div > section:nth-of-type(1) + div + div + section > div:nth-of-type(1) > div:nth-of-type(1) > ul:nth-of-type(1) + div > div:nth-of-type(1) + div > h2:nth-of-type(1) + section > div:nth-of-type(1) + div + div + div + div + div + div + div + div > a:nth-of-type(1) > img:nth-of-type(1) + span + span + span + span + span,underline,1,https://odu.edu/
52,,,alert,0,html > body#uni-home > p:nth-of-type(1) + label + input + div + script + div > section:nth-of-type(1) + div + div + section > div:nth-of-type(1) > div:nth-of-type(1) > ul:nth-of-type(1) + div > div:nth-of-type(1) + div > h2:nth-of-type(1) + section > div:nth-of-type(1) + div + div + div + div + div + div + div + div + div > a:nth-of-type(1) > img:nth-of-type(1) + span + span + span + span + span,underline,1,https://odu.edu/
53,,,alert,0,html > body#uni-home > p:nth-of-type(1) + label + input + div + script + div > section:nth-of-type(1) + div + div + section > div:nth-of-type(1) > div:nth-of-type(1) > ul:nth-of-type(1) + div > div:nth-of-type(1) + div > h2:nth-of-type(1) + section > div:nth-of-type(1) + div + div + div + div + div + div + div + div + div + div > a:nth-of-type(1) > img:nth-of-type(1) + span + span + span + span + span,underline,1,https://odu.edu/
54,,,alert,0,html > body#uni-home > p:nth-of-type(1) + label + input + div + script + div > section:nth-of-type(1) + div + div + section > div:nth-of-type(1) > div:nth-of-type(1) > ul:nth-of-type(1) + div > div:nth-of-type(1) + div > h2:nth-of-type(1) + section > div:nth-of-type(1) + div + div + div + div + div + div + div + div + div + div + div > a:nth-of-type(1) > img:nth-of-type(1) + span + span + span + span + span,underline,1,https://odu.edu/
55,,,alert,0,html > body#uni-home > div#page-container > section#interactive2 > div#homepagecarousel > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) + div > div:nth-of-type(1) > h1:nth-of-type(1),title_redundant,1,https://odu.edu/
56,,,alert,0,html > body#uni-home > div#page-container > section#interactive2 > div#homepagecarousel > div:nth-of-type(1) > div:nth-of-type(1) + a + a + div > div:nth-of-type(1) + div > div:nth-of-type(1) > h1:nth-of-type(1),title_redundant,1,https://odu.edu/
57,,,alert,0,html > body#uni-home > div#page-container > section#interactive2 > div#homepagecarousel > div:nth-of-type(1) > div:nth-of-type(1) + a + a + div + a + a + div > div:nth-of-type(1) + div > div:nth-of-type(1) > h1:nth-of-type(1),title_redundant,1,https://odu.edu/
58,,,alert,0,html > body#uni-home > div#page-container > section#interactive2 > div#homepagecarousel > div:nth-of-type(1) > div:nth-of-type(1) + a + a + div + a + a + div + a + a + div > div:nth-of-type(1) + div > div:nth-of-type(1) > h1:nth-of-type(1),title_redundant,1,https://odu.edu/
59,,,alert,0,html > body#uni-home > div#page-container > section#interactive2 > div#homepagecarousel > div:nth-of-type(1) > div:nth-of-type(1) + a + a + div + a + a + div + a + a + div + a + a + div > div:nth-of-type(1) + div > div:nth-of-type(1) > h1:nth-of-type(1),title_redundant,1,https://odu.edu/
60,,,alert,0,html > body#uni-home > div#page-container > section#interactive2 > div#homepagecarousel > div:nth-of-type(1) > div:nth-of-type(1) + a + a + div + a + a + div + a + a + div + a + a + div + a + a + div > div:nth-of-type(1) + div > div:nth-of-type(1) > h1:nth-of-type(1),title_redundant,1,https://odu.edu/
61,,,alert,0,html > body#uni-home > div#page-container > section#interactive2 > div:nth-of-type(1) > style:nth-of-type(1) + div + div > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div#false > img:nth-of-type(1),title_redundant,1,https://odu.edu/
62,,,alert,0,html > body#uni-home > div#page-container > section#interactive2 > div:nth-of-type(1) > style:nth-of-type(1) + div + div > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) + div > div:nth-of-type(1) > div#false > img:nth-of-type(1),title_redundant,1,https://odu.edu/
63,,,alert,0,html > body#uni-home > div#page-container > section#interactive2 > div:nth-of-type(1) > style:nth-of-type(1) + div + div > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) + div + div > div:nth-of-type(1) > div#false > img:nth-of-type(1),title_redundant,1,https://odu.edu/
64,,,alert,0,html > body#uni-home > div#page-container > section#interactive2 > div#homepagecarousel > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > img:nth-of-type(1),title_redundant,1,https://odu.edu/
65,,,alert,0,html > body#uni-home > div#page-container > section#interactive2 > div#homepagecarousel > div:nth-of-type(1) > div:nth-of-type(1) + a + a + div > div:nth-of-type(1) > img:nth-of-type(1),title_redundant,1,https://odu.edu/
66,,,alert,0,html > body#uni-home > div#page-container > section#interactive2 > div#homepagecarousel > div:nth-of-type(1) > div:nth-of-type(1) + a + a + div + a + a + div > div:nth-of-type(1) > img:nth-of-type(1),title_redundant,1,https://odu.edu/
67,,,alert,0,html > body#uni-home > div#page-container > section#interactive2 > div#homepagecarousel > div:nth-of-type(1) > div:nth-of-type(1) + a + a + div + a + a + div + a + a + div > div:nth-of-type(1) > img:nth-of-type(1),title_redundant,1,https://odu.edu/
68,,,alert,0,html > body#uni-home > div#page-container > section#interactive2 > div#homepagecarousel > div:nth-of-type(1) > div:nth-of-type(1) + a + a + div + a + a + div + a + a + div + a + a + div > div:nth-of-type(1) > img:nth-of-type(1),title_redundant,1,https://odu.edu/
69,,,alert,0,html > body#uni-home > div#page-container > section#interactive2 > div#homepagecarousel > div:nth-of-type(1) > div:nth-of-type(1) + a + a + div + a + a + div + a + a + div + a + a + div + a + a + div > div:nth-of-type(1) > img:nth-of-type(1),title_redundant,1,https://odu.edu/
70,,,alert,0,html > body#uni-home > p:nth-of-type(1) + label + input + div + script + div > section:nth-of-type(1) + div + div + section > div:nth-of-type(1) > div:nth-of-type(1) > ul:nth-of-type(1) + div > div:nth-of-type(1) > h2:nth-of-type(1) + section > button:nth-of-type(1) + div > div:nth-of-type(1) > div:nth-of-type(1) > a:nth-of-type(1) > img:nth-of-type(1),title_redundant,1,https://odu.edu/
71,,,alert,0,html > body#uni-home > p:nth-of-type(1) + label + input + div + script + div > section:nth-of-type(1) + div + div + section > div:nth-of-type(1) > div:nth-of-type(1) > ul:nth-of-type(1) + div > div:nth-of-type(1) > h2:nth-of-type(1) + section > button:nth-of-type(1) + div > div:nth-of-type(1) > div:nth-of-type(1) + div > a:nth-of-type(1) > img:nth-of-type(1),title_redundant,1,https://odu.edu/
72,,,alert,0,html > body#uni-home > p:nth-of-type(1) + label + input + div + script + div > section:nth-of-type(1) + div + div + section > div:nth-of-type(1) > div:nth-of-type(1) > ul:nth-of-type(1) + div > div:nth-of-type(1) > h2:nth-of-type(1) + section > button:nth-of-type(1) + div > div:nth-of-type(1) > div:nth-of-type(1) + div + div > a:nth-of-type(1) > img:nth-of-type(1),title_redundant,1,https://odu.edu/
73,,,alert,0,html > body#uni-home > p:nth-of-type(1) + label + input + div + script + div > section:nth-of-type(1) + div + div + section > div:nth-of-type(1) > div:nth-of-type(1) > ul:nth-of-type(1) + div > div:nth-of-type(1) > h2:nth-of-type(1) + section > button:nth-of-type(1) + div > div:nth-of-type(1) > div:nth-of-type(1) + div + div + div > a:nth-of-type(1) > img:nth-of-type(1),title_redundant,1,https://odu.edu/
74,,,alert,0,html > body#uni-home > p:nth-of-type(1) + label + input + div + script + div > section:nth-of-type(1) + div + div + section > div:nth-of-type(1) > div:nth-of-type(1) > ul:nth-of-type(1) + div > div:nth-of-type(1) > h2:nth-of-type(1) + section > button:nth-of-type(1) + div > div:nth-of-type(1) > div:nth-of-type(1) + div + div + div + div > a:nth-of-type(1) > img#slick-slide00,title_redundant,1,https://odu.edu/
75,,,alert,0,html > body#uni-home > p:nth-of-type(1) + label + input + div + script + div > section:nth-of-type(1) + div + div + section > div:nth-of-type(1) > div:nth-of-type(1) > ul:nth-of-type(1) + div > div:nth-of-type(1) > h2:nth-of-type(1) + section > button:nth-of-type(1) + div > div:nth-of-type(1) > div:nth-of-type(1) + div + div + div + div + div > a:nth-of-type(1) > img#slick-slide01,title_redundant,1,https://odu.edu/
76,,,alert,0,html > body#uni-home > p:nth-of-type(1) + label + input + div + script + div > section:nth-of-type(1) + div + div + section > div:nth-of-type(1) > div:nth-of-type(1) > ul:nth-of-type(1) + div > div:nth-of-type(1) > h2:nth-of-type(1) + section > button:nth-of-type(1) + div > div:nth-of-type(1) > div:nth-of-type(1) + div + div + div + div + div + div > a:nth-of-type(1) > img#slick-slide02,title_redundant,1,https://odu.edu/
77,,,alert,0,html > body#uni-home > p:nth-of-type(1) + label + input + div + script + div > section:nth-of-type(1) + div + div + section > div:nth-of-type(1) > div:nth-of-type(1) > ul:nth-of-type(1) + div > div:nth-of-type(1) > h2:nth-of-type(1) + section > button:nth-of-type(1) + div > div:nth-of-type(1) > div:nth-of-type(1) + div + div + div + div + div + div + div > a:nth-of-type(1) > img#slick-slide03,title_redundant,1,https://odu.edu/
78,,,alert,0,html > body#uni-home > p:nth-of-type(1) + label + input + div + script + div > section:nth-of-type(1) + div + div + section > div:nth-of-type(1) > div:nth-of-type(1) > ul:nth-of-type(1) + div > div:nth-of-type(1) > h2:nth-of-type(1) + section > button:nth-of-type(1) + div > div:nth-of-type(1) > div:nth-of-type(1) + div + div + div + div + div + div + div + div > a:nth-of-type(1) > img#slick-slide04,title_redundant,1,https://odu.edu/
79,,,alert,0,html > body#uni-home > p:nth-of-type(1) + label + input + div + script + div > section:nth-of-type(1) + div + div + section > div:nth-of-type(1) > div:nth-of-type(1) > ul:nth-of-type(1) + div > div:nth-of-type(1) > h2:nth-of-type(1) + section > button:nth-of-type(1) + div > div:nth-of-type(1) > div:nth-of-type(1) + div + div + div + div + div + div + div + div + div > a:nth-of-type(1) > img#slick-slide05,title_redundant,1,https://odu.edu/
80,,,alert,0,html > body#uni-home > p:nth-of-type(1) + label + input + div + script + div > section:nth-of-type(1) + div + div + section > div:nth-of-type(1) > div:nth-of-type(1) > ul:nth-of-type(1) + div > div:nth-of-type(1) > h2:nth-of-type(1) + section > button:nth-of-type(1) + div > div:nth-of-type(1) > div:nth-of-type(1) + div + div + div + div + div + div + div + div + div + div > a:nth-of-type(1) > img:nth-of-type(1),title_redundant,1,https://odu.edu/
81,,,alert,0,html > body#uni-home > p:nth-of-type(1) + label + input + div + script + div > section:nth-of-type(1) + div + div + section > div:nth-of-type(1) > div:nth-of-type(1) > ul:nth-of-type(1) + div > div:nth-of-type(1) > h2:nth-of-type(1) + section > button:nth-of-type(1) + div > div:nth-of-type(1) > div:nth-of-type(1) + div + div + div + div + div + div + div + div + div + div + div > a:nth-of-type(1) > img:nth-of-type(1),title_redundant,1,https://odu.edu/
82,,,alert,0,html > body#uni-home > p:nth-of-type(1) + label + input + div + script + div > section:nth-of-type(1) + div + div + section > div:nth-of-type(1) > div:nth-of-type(1) > ul:nth-of-type(1) + div > div:nth-of-type(1) > h2:nth-of-type(1) + section > button:nth-of-type(1) + div > div:nth-of-type(1) > div:nth-of-type(1) + div + div + div + div + div + div + div + div + div + div + div + div > a:nth-of-type(1) > img:nth-of-type(1),title_redundant,1,https://odu.edu/
83,,,alert,0,html > body#uni-home > p:nth-of-type(1) + label + input + div + script + div > section:nth-of-type(1) + div + div + section > div:nth-of-type(1) > div:nth-of-type(1) > ul:nth-of-type(1) + div > div:nth-of-type(1) > h2:nth-of-type(1) + section > button:nth-of-type(1) + div > div:nth-of-type(1) > div:nth-of-type(1) + div + div + div + div + div + div + div + div + div + div + div + div + div > a:nth-of-type(1) > img:nth-of-type(1),title_redundant,1,https://odu.edu/
84,,,alert,0,html > body#uni-home > footer#university-footer > div:nth-of-type(1) > div:nth-of-type(1) > section:nth-of-type(1) + section > img:nth-of-type(1),title_redundant,1,https://odu.edu/
85,,,alert,0,html > body#uni-home > p:nth-of-type(1) + label + input + div + script + div + div > div:nth-of-type(1) > h2:nth-of-type(1) + ul + div > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > iframe:nth-of-type(1),youtube_video,1,https://odu.edu/
0,,,error,0,html > body#www-wikipedia-org > div:nth-of-type(1) + div + div > form#search-form > fieldset:nth-of-type(1) > div#search-input > label:nth-of-type(1) + input + div > div:nth-of-type(1) > select#searchlanguage > option:nth-of-type(1) + option,language_missing,2,https://wikipedia.org/
1,,,error,0,html > body#www-wikipedia-org > div:nth-of-type(1) + div + div > form#search-form > fieldset:nth-of-type(1) > div#search-input > label:nth-of-type(1) + input + div > div:nth-of-type(1) > select#searchlanguage > option:nth-of-type(1) + option + option + option + option,language_missing,2,https://wikipedia.org/
2,,,error,0,html > body#www-wikipedia-org > div:nth-of-type(1) + div + div > form#search-form > fieldset:nth-of-type(1) > div#search-input > label:nth-of-type(1) + input + div > div:nth-of-type(1) > select#searchlanguage > option:nth-of-type(1) + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option,language_missing,2,https://wikipedia.org/
3,,,error,0,html > body#www-wikipedia-org > div:nth-of-type(1) + div + div > form#search-form > fieldset:nth-of-type(1) > div#search-input > label:nth-of-type(1) + input + div > div:nth-of-type(1) > select#searchlanguage > option:nth-of-type(1) + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option,language_missing,2,https://wikipedia.org/
4,,,error,0,html > body#www-wikipedia-org > div:nth-of-type(1) + div + div > form#search-form > fieldset:nth-of-type(1) > div#search-input > label:nth-of-type(1) + input + div > div:nth-of-type(1) > select#searchlanguage > option:nth-of-type(1) + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option,language_missing,2,https://wikipedia.org/
5,,,error,0,html > body#www-wikipedia-org > div:nth-of-type(1) + div + div > form#search-form > fieldset:nth-of-type(1) > div#search-input > label:nth-of-type(1) + input + div > div:nth-of-type(1) > select#searchlanguage > option:nth-of-type(1) + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option,language_missing,2,https://wikipedia.org/
6,,,error,0,html > body#www-wikipedia-org > div:nth-of-type(1) + div + div > form#search-form > fieldset:nth-of-type(1) > div#search-input > label:nth-of-type(1) + input + div > div:nth-of-type(1) > select#searchlanguage > option:nth-of-type(1) + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option,language_missing,2,https://wikipedia.org/
7,,,error,0,html > body#www-wikipedia-org > div:nth-of-type(1) + div + div > form#search-form > fieldset:nth-of-type(1) > div#search-input > label:nth-of-type(1) + input + div > div:nth-of-type(1) > select#searchlanguage > option:nth-of-type(1) + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option + option,language_missing,2,https://wikipedia.org/
8,,,error,0,html > body#www-wikipedia-org > div:nth-of-type(1) + div + div + div + div + div > div#js-lang-lists > h2:nth-of-type(1) + div > ul:nth-of-type(1) > li:nth-of-type(1) + li + li + li + li + li + li > a:nth-of-type(1),language_missing,2,https://wikipedia.org/
9,,,error,0,html > body#www-wikipedia-org > div:nth-of-type(1) + div + div + div + div + div > div#js-lang-lists > h2:nth-of-type(1) + div > ul:nth-of-type(1) > li:nth-of-type(1) + li + li + li + li + li + li + li + li + li + li + li + li > a:nth-of-type(1),language_missing,2,https://wikipedia.org/
10,,,error,0,html > body#www-wikipedia-org > div:nth-of-type(1) + div + div + div + div + div > div#js-lang-lists > h2:nth-of-type(1) + div > ul:nth-of-type(1) > li:nth-of-type(1) + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li > a:nth-of-type(1),language_missing,2,https://wikipedia.org/
11,,,error,0,html > body#www-wikipedia-org > div:nth-of-type(1) + div + div + div + div + div > div#js-lang-lists > h2:nth-of-type(1) + div + h2 + div > ul:nth-of-type(1) > li:nth-of-type(1) > a:nth-of-type(1),language_missing,2,https://wikipedia.org/
12,,,error,0,html > body#www-wikipedia-org > div:nth-of-type(1) + div + div + div + div + div > div#js-lang-lists > h2:nth-of-type(1) + div + h2 + div > ul:nth-of-type(1) > li:nth-of-type(1) + li + li + li > a:nth-of-type(1),language_missing,2,https://wikipedia.org/
13,,,error,0,html > body#www-wikipedia-org > div:nth-of-type(1) + div + div + div + div + div > div#js-lang-lists > h2:nth-of-type(1) + div + h2 + div > ul:nth-of-type(1) > li:nth-of-type(1) + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li > a:nth-of-type(1),language_missing,2,https://wikipedia.org/
14,,,error,0,html > body#www-wikipedia-org > div:nth-of-type(1) + div + div + div + div + div > div#js-lang-lists > h2:nth-of-type(1) + div + h2 + div > ul:nth-of-type(1) > li:nth-of-type(1) + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li > a:nth-of-type(1),language_missing,2,https://wikipedia.org/
15,,,error,0,html > body#www-wikipedia-org > div:nth-of-type(1) + div + div + div + div + div > div#js-lang-lists > h2:nth-of-type(1) + div + h2 + div > ul:nth-of-type(1) > li:nth-of-type(1) + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li + li > a#zh-yue_wiki,language_missing,2,https://wikipedia.org/
