bg,bg_num,compliant,fg,fg_num,ratio
#B7B9D0,12040656,False,#8EA9A0,9349536,1.3
#B7B9D0,12040656,False,#B20510,11666704,3.71
#B7B9D0,12040656,False,#4443A0,4473760,4.24
#B7B9D0,12040656,False,#67A090,6791312,1.55
#B7B9D0,12040656,False,#58CB70,5819248,1.06
#B7B9D0,12040656,False,#79C910,7981328,1.06
#B7B9D0,12040656,False,#00EDC0,60864,1.27
#B7B9D0,12040656,False,#209730,2135856,1.96
#B7B9D0,12040656,False,#F798A0,16226464,1.09
#B7B9D0,12040656,False,#066D10,421136,3.39
#B7B9D0,12040656,False,#CA7130,13267248,1.83
#B7B9D0,12040656,False,#7DB480,8238208,1.24
#B7B9D0,12040656,True,#1B2F70,1781616,6.43
#1FE710,2090768,False,#DE8320,14582560,1.69
#1FE710,2090768,False,#D55360,13980512,2.38
#1FE710,2090768,False,#315880,3233920,4.4
#1FE710,2090768,False,#F409A0,15993248,2.31
#1FE710,2090768,False,#57A310,5743376,1.87
#1FE710,2090768,True,#1F1330,2036528,10.4
#1FE710,2090768,False,#1CD190,1888656,1.18
#1FE710,2090768,False,#8D5AF0,9263856,2.57
#1FE710,2090768,False,#04FC70,326768,1.21
#1FE710,2090768,False,#8BC760,9160544,1.19
#1FE710,2090768,False,#5E40D0,6176976,4.0
#1FE710,2090768,False,#A76490,10970256,2.56
#1FE710,2090768,False,#D9B500,14267648,1.18
#1FE710,2090768,False,#9DEC20,10349600,1.15
#1FE710,2090768,False,#337DB0,3374512,2.65
#1FE710,2090768,False,#D92EB0,14233264,2.51
#1FE710,2090768,False,#42A940,4368704,1.79
#1FE710,2090768,True,#0C4D60,806240,5.56
#1FE710,2090768,False,#902C90,9448592,4.23
#1FE710,2090768,True,#541980,5511552,6.83
#1FE710,2090768,False,#9DFBC0,10353600,1.35
#1FE710,2090768,False,#EC6600,15492608,1.93
#1FE710,2090768,False,#F8F1F0,16314864,1.5
#1FE710,2090768,True,#570840,5703744,8.25
#1FE710,2090768,False,#E179E0,14776800,1.55
#1FE710,2090768,False,#9F8BA0,10455968,1.87
#1FE710,2090768,True,#712B50,7416656,5.77
#1FE710,2090768,False,#EAE090,15392912,1.24
#1FE710,2090768,False,#F68E80,16158336,1.37
#1FE710,2090768,False,#BCF520,12383520,1.29
#1FE710,2090768,False,#E39010,14913552,1.51
#1FE710,2090768,False,#50F6A0,5306016,1.2
#1FE710,2090768,True,#164210,1458704,6.86
#1FE710,2090768,False,#23AEB0,2338480,1.61
#1FE710,2090768,True,#0B45C0,738752,4.75
#1FE710,2090768,False,#7A4690,8013456,4.02
#1FE710,2090768,False,#739940,7575872,1.96
#1FE710,2090768,False,#D430B0,13906096,2.57
#1FE710,2090768,True,#5928B0,5843120,5.3
#1FE710,2090768,False,#DEF280,14611072,1.36
#1FE710,2090768,False,#29B3E0,2733024,1.44
#1FE710,2090768,False,#7200E0,7471328,4.47
#1FE710,2090768,False,#C8DFE0,13164512,1.2
#1FE710,2090768,False,#C41360,12850016,3.46
#1FE710,2090768,False,#84C230,8700464,1.28
#1FE710,2090768,False,#9BD310,10212112,1.06
#1FE710,2090768,False,#B4BAC0,11844288,1.16
#1FE710,2090768,False,#BCA2E0,12362464,1.33
#1FE710,2090768,False,#C80510,13108496,3.58
#1FE710,2090768,False,#8555E0,8738272,2.85
#1FE710,2090768,False,#FB31E0,16462304,1.88
#1FE710,2090768,False,#70A9C0,7383488,1.53
#1FE710,2090768,True,#890670,8980080,5.37
#1FE710,2090768,False,#E0C310,14730000,1.04
#1FE710,2090768,False,#C25010,12734480,2.8
#1FE710,2090768,True,#081370,529264,9.34
#1FE710,2090768,False,#2EFA40,3078720,1.18
#1FE710,2090768,True,#333D30,3358000,6.75
#1FE710,2090768,True,#263FC0,2506688,4.89
#1FE710,2090768,False,#4A96C0,4888256,1.94
#1FE710,2090768,False,#3FC140,4178240,1.4
#1FE710,2090768,False,#9543A0,9782176,3.48
#1FE710,2090768,False,#A96760,11102048,2.6
#1FE710,2090768,False,#E7A960,15182176,1.22
#1FE710,2090768,True,#2E16A0,3020448,7.18
#1FE710,2090768,False,#53BFC0,5488576,1.3
#1FE710,2090768,False,#BF5F20,12541728,2.56
#1FE710,2090768,False,#00A160,41312,1.99
#1FE710,2090768,False,#E96540,15295808,1.95
#1FE710,2090768,False,#3793F0,3642352,1.89
#1FE710,2090768,False,#E51A10,15014416,2.78
#1FE710,2090768,False,#FDE820,16640032,1.33
#1FE710,2090768,False,#9326D0,9643728,3.64
#1FE710,2090768,False,#9D72E0,10318560,2.11
#1FE710,2090768,False,#D80DD0,14159312,2.55
#1FE710,2090768,False,#8CF780,9238400,1.25
#1FE710,2090768,False,#4AC3F0,4899824,1.2
#1FE710,2090768,False,#9AEA80,10152576,1.15
#1FE710,2090768,False,#E26600,14837248,2.03
#1FE710,2090768,False,#B3D6C0,11785920,1.06
#1FE710,2090768,False,#416090,4284560,3.78
#1FE710,2090768,False,#9DDF60,10346336,1.05
#1FE710,2090768,False,#8A36D0,9058000,3.55
#1FE710,2090768,False,#84B580,8697216,1.4
#1FE710,2090768,True,#332C00,3353600,8.32
#1FE710,2090768,False,#60ADC0,6335936,1.51
#1FE710,2090768,True,#295320,2708256,5.31
#1FE710,2090768,True,#091150,594256,10.3
#1FE710,2090768,False,#1F8860,2066528,2.63
#1FE710,2090768,False,#F1D2F0,15848176,1.21
#1FE710,2090768,False,#B06230,11559472,2.69
#1FE710,2090768,False,#CB8170,13336944,1.8
#1FE710,2090768,False,#3D6250,4022864,4.08
#1FE710,2090768,True,#873100,8859904,5.06
#1FE710,2090768,False,#40D850,4249680,1.12
#1FE710,2090768,False,#D106E0,13698784,2.59
#1FE710,2090768,False,#E64A90,15092368,2.17
#1FE710,2090768,False,#628BB0,6458288,2.14
#1FE710,2090768,False,#E95B80,15293312,1.99
#1FE710,2090768,True,#7F4300,8340224,4.61
#1FE710,2090768,False,#E9F0A0,15331488,1.39
#1FE710,2090768,False,#E6F620,15136288,1.4
#1FE710,2090768,False,#4D5F30,5070640,4.17
#1FE710,2090768,False,#A46750,10774352,2.69
#1FE710,2090768,True,#302DD0,3157456,5.18
#1FE710,2090768,True,#371450,3609680,9.06
#1FE710,2090768,False,#364BC0,3558336,4.27
#1FE710,2090768,False,#E7F8B0,15202480,1.47
#1FE710,2090768,False,#669220,6722080,2.19
#1FE710,2090768,False,#819B70,8493936,1.82
#1FE710,2090768,True,#3B5470,3888240,4.64
#1FE710,2090768,False,#B4ED10,11857168,1.2
#1FE710,2090768,True,#493060,4796512,6.66
#1FE710,2090768,False,#7E8950,8292688,2.23
#1FE710,2090768,False,#1E9320,2003744,2.38
#1FE710,2090768,True,#1A3DA0,1719712,5.63
#1FE710,2090768,False,#DC62F0,14443248,1.77
#1FE710,2090768,False,#DBA3D0,14394320,1.22
#1FE710,2090768,False,#BE35C0,12465600,2.8
#1FE710,2090768,False,#F63410,16135184,2.3
#1FE710,2090768,False,#D17A00,13728256,1.92
#1FE710,2090768,False,#87EA10,8907280,1.1
#1FE710,2090768,False,#A55720,10835744,3.13
#1FE710,2090768,False,#51FE90,5373584,1.27
#1FE710,2090768,False,#AE4CD0,11422928,2.63
#1FE710,2090768,False,#705640,7362112,4.03
#1FE710,2090768,False,#1AE910,1763600,1.01
#1FE710,2090768,False,#0FAC60,1027168,1.76
#1FE710,2090768,True,#513510,5322000,6.69
#1FE710,2090768,True,#260BB0,2493360,7.11
#1FE710,2090768,False,#B4DC60,11852896,1.06
#1FE710,2090768,False,#DDE350,14541648,1.21
#1FE710,2090768,False,#F5CE80,16109184,1.12
#1FE710,2090768,False,#F3F8D0,15988944,1.53
#1FE710,2090768,False,#9B73C0,10187712,2.22
#1FE710,2090768,False,#AE2C70,11414640,3.68
#1FE710,2090768,False,#8B81B0,9142704,2.13
#1FE710,2090768,False,#8EA9A0,9349536,1.49
#1FE710,2090768,False,#B20510,11666704,4.27
#1FE710,2090768,True,#4443A0,4473760,4.88
#1FE710,2090768,False,#67A090,6791312,1.78
#1FE710,2090768,False,#58CB70,5819248,1.22
#1FE710,2090768,False,#79C910,7981328,1.22
#1FE710,2090768,False,#00EDC0,60864,1.11
#1FE710,2090768,False,#209730,2135856,2.25
#1FE710,2090768,False,#F798A0,16226464,1.25
#1FE710,2090768,False,#066D10,421136,3.9
#1FE710,2090768,False,#CA7130,13267248,2.11
#1FE710,2090768,False,#7DB480,8238208,1.43
#1FE710,2090768,True,#1B2F70,1781616,7.4
#535F30,5463856,False,#DE8320,14582560,2.41
#535F30,5463856,False,#D55360,13980512,1.71
#535F30,5463856,False,#315880,3233920,1.07
#535F30,5463856,False,#F409A0,15993248,1.76
#535F30,5463856,False,#57A310,5743376,2.18
#535F30,5463856,False,#1F1330,2036528,2.55
#535F30,5463856,False,#1CD190,1888656,3.46
#535F30,5463856,False,#8D5AF0,9263856,1.59
#535F30,5463856,True,#04FC70,326768,4.97
#535F30,5463856,False,#8BC760,9160544,3.42
#535F30,5463856,False,#5E40D0,6176976,1.02
#535F30,5463856,False,#A76490,10970256,1.59
#535F30,5463856,False,#D9B500,14267648,3.46
#535F30,5463856,True,#9DEC20,10349600,4.74
#535F30,5463856,False,#337DB0,3374512,1.54
#535F30,5463856,False,#D92EB0,14233264,1.63
#535F30,5463856,False,#42A940,4368704,2.29
#535F30,5463856,False,#0C4D60,806240,1.35
#535F30,5463856,False,#902C90,9448592,1.03
#535F30,5463856,False,#541980,5511552,1.66
#535F30,5463856,True,#9DFBC0,10353600,5.57
#535F30,5463856,False,#EC6600,15492608,2.12
#535F30,5463856,True,#F8F1F0,16314864,6.17
#535F30,5463856,False,#570840,5703744,2.01
#535F30,5463856,False,#E179E0,14776800,2.62
#535F30,5463856,False,#9F8BA0,10455968,2.19
#535F30,5463856,False,#712B50,7416656,1.4
#535F30,5463856,True,#EAE090,15392912,5.1
#535F30,5463856,False,#F68E80,16158336,2.98
#535F30,5463856,True,#BCF520,12383520,5.32
#535F30,5463856,False,#E39010,14913552,2.71
#535F30,5463856,True,#50F6A0,5306016,4.93
#535F30,5463856,False,#164210,1458704,1.67
#535F30,5463856,False,#23AEB0,2338480,2.54
#535F30,5463856,False,#0B45C0,738752,1.16
#535F30,5463856,False,#7A4690,8013456,1.01
#535F30,5463856,False,#739940,7575872,2.08
#535F30,5463856,False,#D430B0,13906096,1.59
#535F30,5463856,False,#5928B0,5843120,1.29
#535F30,5463856,True,#DEF280,14611072,5.61
#535F30,5463856,False,#29B3E0,2733024,2.82
#535F30,5463856,False,#7200E0,7471328,1.09
#535F30,5463856,True,#C8DFE0,13164512,4.95
#535F30,5463856,False,#C41360,12850016,1.18
#535F30,5463856,False,#84C230,8700464,3.19
#535F30,5463856,False,#9BD310,10212112,3.84
#535F30,5463856,False,#B4BAC0,11844288,3.51
#535F30,5463856,False,#BCA2E0,12362464,3.07
#535F30,5463856,False,#C80510,13108496,1.14
#535F30,5463856,False,#8555E0,8738272,1.43
#535F30,5463856,False,#FB31E0,16462304,2.17
#535F30,5463856,False,#70A9C0,7383488,2.66
#535F30,5463856,False,#890670,8980080,1.31
#535F30,5463856,False,#E0C310,14730000,3.93
#535F30,5463856,False,#C25010,12734480,1.45
#535F30,5463856,False,#081370,529264,2.27
#535F30,5463856,True,#2EFA40,3078720,4.87
#535F30,5463856,False,#333D30,3358000,1.64
#535F30,5463856,False,#263FC0,2506688,1.19
#535F30,5463856,False,#4A96C0,4888256,2.1
#535F30,5463856,False,#3FC140,4178240,2.92
#535F30,5463856,False,#9543A0,9782176,1.17
#535F30,5463856,False,#A96760,11102048,1.57
#535F30,5463856,False,#E7A960,15182176,3.36
#535F30,5463856,False,#2E16A0,3020448,1.75
#535F30,5463856,False,#53BFC0,5488576,3.14
#535F30,5463856,False,#BF5F20,12541728,1.59
#535F30,5463856,False,#00A160,41312,2.05
#535F30,5463856,False,#E96540,15295808,2.1
#535F30,5463856,False,#3793F0,3642352,2.16
#535F30,5463856,False,#E51A10,15014416,1.47
#535F30,5463856,True,#FDE820,16640032,5.49
#535F30,5463856,False,#9326D0,9643728,1.12
#535F30,5463856,False,#9D72E0,10318560,1.94
#535F30,5463856,False,#D80DD0,14159312,1.6
#535F30,5463856,True,#8CF780,9238400,5.16
#535F30,5463856,False,#4AC3F0,4899824,3.39
#535F30,5463856,True,#9AEA80,10152576,4.74
#535F30,5463856,False,#E26600,14837248,2.01
#535F30,5463856,False,#B3D6C0,11785920,4.36
#535F30,5463856,False,#416090,4284560,1.08
#535F30,5463856,False,#9DDF60,10346336,4.31
#535F30,5463856,False,#8A36D0,9058000,1.15
#535F30,5463856,False,#84B580,8697216,2.92
#535F30,5463856,False,#332C00,3353600,2.03
#535F30,5463856,False,#60ADC0,6335936,2.7
#535F30,5463856,False,#295320,2708256,1.29
#535F30,5463856,False,#091150,594256,2.52
#535F30,5463856,False,#1F8860,2066528,1.55
#535F30,5463856,True,#F1D2F0,15848176,4.99
#535F30,5463856,False,#B06230,11559472,1.52
#535F30,5463856,False,#CB8170,13336944,2.26
#535F30,5463856,False,#3D6250,4022864,1.0
#535F30,5463856,False,#873100,8859904,1.23
#535F30,5463856,False,#40D850,4249680,3.66
#535F30,5463856,False,#D106E0,13698784,1.57
#535F30,5463856,False,#E64A90,15092368,1.88
#535F30,5463856,False,#628BB0,6458288,1.91
#535F30,5463856,False,#E95B80,15293312,2.05
#535F30,5463856,False,#7F4300,8340224,1.12
#535F30,5463856,True,#E9F0A0,15331488,5.72
#535F30,5463856,True,#E6F620,15136288,5.76
#535F30,5463856,False,#4D5F30,5070640,1.01
#535F30,5463856,False,#A46750,10774352,1.52
#535F30,5463856,False,#302DD0,3157456,1.26
#535F30,5463856,False,#371450,3609680,2.21
#535F30,5463856,False,#364BC0,3558336,1.04
#535F30,5463856,True,#E7F8B0,15202480,6.05
#535F30,5463856,False,#669220,6722080,1.86
#535F30,5463856,False,#819B70,8493936,2.24
#535F30,5463856,False,#3B5470,3888240,1.13
#535F30,5463856,True,#B4ED10,11857168,4.94
#535F30,5463856,False,#493060,4796512,1.62
#535F30,5463856,False,#7E8950,8292688,1.83
#535F30,5463856,False,#1E9320,2003744,1.72
#535F30,5463856,False,#1A3DA0,1719712,1.37
#535F30,5463856,False,#DC62F0,14443248,2.31
#535F30,5463856,False,#DBA3D0,14394320,3.33
#535F30,5463856,False,#BE35C0,12465600,1.46
#535F30,5463856,False,#F63410,16135184,1.77
#535F30,5463856,False,#D17A00,13728256,2.13
#535F30,5463856,True,#87EA10,8907280,4.53
#535F30,5463856,False,#A55720,10835744,1.3
#535F30,5463856,True,#51FE90,5373584,5.22
#535F30,5463856,False,#AE4CD0,11422928,1.55
#535F30,5463856,False,#705640,7362112,1.01
#535F30,5463856,False,#1AE910,1763600,4.16
#535F30,5463856,False,#0FAC60,1027168,2.32
#535F30,5463856,False,#513510,5322000,1.63
#535F30,5463856,False,#260BB0,2493360,1.73
#535F30,5463856,False,#B4DC60,11852896,4.37
#535F30,5463856,True,#DDE350,14541648,4.98
#535F30,5463856,True,#F5CE80,16109184,4.6
#535F30,5463856,True,#F3F8D0,15988944,6.28
#535F30,5463856,False,#9B73C0,10187712,1.84
#535F30,5463856,False,#AE2C70,11414640,1.11
#535F30,5463856,False,#8B81B0,9142704,1.92
#535F30,5463856,False,#8EA9A0,9349536,2.73
#535F30,5463856,False,#B20510,11666704,1.04
#535F30,5463856,False,#4443A0,4473760,1.19
#535F30,5463856,False,#67A090,6791312,2.29
#535F30,5463856,False,#58CB70,5819248,3.34
#535F30,5463856,False,#79C910,7981328,3.33
#535F30,5463856,True,#00EDC0,60864,4.55
#535F30,5463856,False,#209730,2135856,1.81
#535F30,5463856,False,#F798A0,16226464,3.26
#535F30,5463856,False,#066D10,421136,1.05
#535F30,5463856,False,#CA7130,13267248,1.94
#535F30,5463856,False,#7DB480,8238208,2.85
#535F30,5463856,False,#1B2F70,1781616,1.8
#7D3AD0,8207056,False,#DE8320,14582560,2.17
#7D3AD0,8207056,False,#D55360,13980512,1.54
#7D3AD0,8207056,False,#315880,3233920,1.19
#7D3AD0,8207056,False,#F409A0,15993248,1.59
#7D3AD0,8207056,False,#57A310,5743376,1.96
#7D3AD0,8207056,False,#1F1330,2036528,2.83
#7D3AD0,8207056,False,#1CD190,1888656,3.12
#7D3AD0,8207056,False,#8D5AF0,9263856,1.43
#7D3AD0,8207056,False,#04FC70,326768,4.47
#7D3AD0,8207056,False,#8BC760,9160544,3.08
#7D3AD0,8207056,False,#5E40D0,6176976,1.08
#7D3AD0,8207056,False,#A76490,10970256,1.43
#7D3AD0,8207056,False,#D9B500,14267648,3.11
#7D3AD0,8207056,False,#9DEC20,10349600,4.26
#7D3AD0,8207056,False,#337DB0,3374512,1.38
#7D3AD0,8207056,False,#D92EB0,14233264,1.46
#7D3AD0,8207056,False,#42A940,4368704,2.06
#7D3AD0,8207056,False,#0C4D60,806240,1.5
#7D3AD0,8207056,False,#902C90,9448592,1.14
#7D3AD0,8207056,False,#541980,5511552,1.85
#7D3AD0,8207056,True,#9DFBC0,10353600,5.01
#7D3AD0,8207056,False,#EC6600,15492608,1.9
#7D3AD0,8207056,True,#F8F1F0,16314864,5.55
#7D3AD0,8207056,False,#570840,5703744,2.23
#7D3AD0,8207056,False,#E179E0,14776800,2.36
#7D3AD0,8207056,False,#9F8BA0,10455968,1.97
#7D3AD0,8207056,False,#712B50,7416656,1.56
#7D3AD0,8207056,True,#EAE090,15392912,4.59
#7D3AD0,8207056,False,#F68E80,16158336,2.68
#7D3AD0,8207056,True,#BCF520,12383520,4.78
#7D3AD0,8207056,False,#E39010,14913552,2.43
#7D3AD0,8207056,False,#50F6A0,5306016,4.43
#7D3AD0,8207056,False,#164210,1458704,1.86
#7D3AD0,8207056,False,#23AEB0,2338480,2.28
#7D3AD0,8207056,False,#0B45C0,738752,1.28
#7D3AD0,8207056,False,#7A4690,8013456,1.09
#7D3AD0,8207056,False,#739940,7575872,1.87
#7D3AD0,8207056,False,#D430B0,13906096,1.43
#7D3AD0,8207056,False,#5928B0,5843120,1.43
#7D3AD0,8207056,True,#DEF280,14611072,5.05
#7D3AD0,8207056,False,#29B3E0,2733024,2.54
#7D3AD0,8207056,False,#7200E0,7471328,1.21
#7D3AD0,8207056,False,#C8DFE0,13164512,4.45
#7D3AD0,8207056,False,#C41360,12850016,1.06
#7D3AD0,8207056,False,#84C230,8700464,2.87
#7D3AD0,8207056,False,#9BD310,10212112,3.45
#7D3AD0,8207056,False,#B4BAC0,11844288,3.16
#7D3AD0,8207056,False,#BCA2E0,12362464,2.76
#7D3AD0,8207056,False,#C80510,13108496,1.02
#7D3AD0,8207056,False,#8555E0,8738272,1.29
#7D3AD0,8207056,False,#FB31E0,16462304,1.95
#7D3AD0,8207056,False,#70A9C0,7383488,2.39
#7D3AD0,8207056,False,#890670,8980080,1.45
#7D3AD0,8207056,False,#E0C310,14730000,3.53
#7D3AD0,8207056,False,#C25010,12734480,1.31
#7D3AD0,8207056,False,#081370,529264,2.53
#7D3AD0,8207056,False,#2EFA40,3078720,4.38
#7D3AD0,8207056,False,#333D30,3358000,1.83
#7D3AD0,8207056,False,#263FC0,2506688,1.32
#7D3AD0,8207056,False,#4A96C0,4888256,1.89
#7D3AD0,8207056,False,#3FC140,4178240,2.63
#7D3AD0,8207056,False,#9543A0,9782176,1.05
#7D3AD0,8207056,False,#A96760,11102048,1.41
#7D3AD0,8207056,False,#E7A960,15182176,3.02
#7D3AD0,8207056,False,#2E16A0,3020448,1.94
#7D3AD0,8207056,False,#53BFC0,5488576,2.82
#7D3AD0,8207056,False,#BF5F20,12541728,1.43
#7D3AD0,8207056,False,#00A160,41312,1.84
#7D3AD0,8207056,False,#E96540,15295808,1.88
#7D3AD0,8207056,False,#3793F0,3642352,1.94
#7D3AD0,8207056,False,#E51A10,15014416,1.32
#7D3AD0,8207056,True,#FDE820,16640032,4.94
#7D3AD0,8207056,False,#9326D0,9643728,1.01
#7D3AD0,8207056,False,#9D72E0,10318560,1.74
#7D3AD0,8207056,False,#D80DD0,14159312,1.44
#7D3AD0,8207056,True,#8CF780,9238400,4.64
#7D3AD0,8207056,False,#4AC3F0,4899824,3.05
#7D3AD0,8207056,False,#9AEA80,10152576,4.26
#7D3AD0,8207056,False,#E26600,14837248,1.81
#7D3AD0,8207056,False,#B3D6C0,11785920,3.92
#7D3AD0,8207056,False,#416090,4284560,1.02
#7D3AD0,8207056,False,#9DDF60,10346336,3.88
#7D3AD0,8207056,False,#8A36D0,9058000,1.03
#7D3AD0,8207056,False,#84B580,8697216,2.62
#7D3AD0,8207056,False,#332C00,3353600,2.25
#7D3AD0,8207056,False,#60ADC0,6335936,2.43
#7D3AD0,8207056,False,#295320,2708256,1.44
#7D3AD0,8207056,False,#091150,594256,2.8
#7D3AD0,8207056,False,#1F8860,2066528,1.4
#7D3AD0,8207056,False,#F1D2F0,15848176,4.49
#7D3AD0,8207056,False,#B06230,11559472,1.36
#7D3AD0,8207056,False,#CB8170,13336944,2.04
#7D3AD0,8207056,False,#3D6250,4022864,1.1
#7D3AD0,8207056,False,#873100,8859904,1.37
#7D3AD0,8207056,False,#40D850,4249680,3.29
#7D3AD0,8207056,False,#D106E0,13698784,1.42
#7D3AD0,8207056,False,#E64A90,15092368,1.69
#7D3AD0,8207056,False,#628BB0,6458288,1.72
#7D3AD0,8207056,False,#E95B80,15293312,1.85
#7D3AD0,8207056,False,#7F4300,8340224,1.25
#7D3AD0,8207056,True,#E9F0A0,15331488,5.14
#7D3AD0,8207056,True,#E6F620,15136288,5.18
#7D3AD0,8207056,False,#4D5F30,5070640,1.13
#7D3AD0,8207056,False,#A46750,10774352,1.36
#7D3AD0,8207056,False,#302DD0,3157456,1.4
#7D3AD0,8207056,False,#371450,3609680,2.45
#7D3AD0,8207056,False,#364BC0,3558336,1.15
#7D3AD0,8207056,True,#E7F8B0,15202480,5.44
#7D3AD0,8207056,False,#669220,6722080,1.68
#7D3AD0,8207056,False,#819B70,8493936,2.02
#7D3AD0,8207056,False,#3B5470,3888240,1.26
#7D3AD0,8207056,False,#B4ED10,11857168,4.44
#7D3AD0,8207056,False,#493060,4796512,1.8
#7D3AD0,8207056,False,#7E8950,8292688,1.64
#7D3AD0,8207056,False,#1E9320,2003744,1.54
#7D3AD0,8207056,False,#1A3DA0,1719712,1.52
#7D3AD0,8207056,False,#DC62F0,14443248,2.08
#7D3AD0,8207056,False,#DBA3D0,14394320,2.99
#7D3AD0,8207056,False,#BE35C0,12465600,1.31
#7D3AD0,8207056,False,#F63410,16135184,1.59
#7D3AD0,8207056,False,#D17A00,13728256,1.91
#7D3AD0,8207056,False,#87EA10,8907280,4.07
#7D3AD0,8207056,False,#A55720,10835744,1.17
#7D3AD0,8207056,True,#51FE90,5373584,4.7
#7D3AD0,8207056,False,#AE4CD0,11422928,1.4
#7D3AD0,8207056,False,#705640,7362112,1.09
#7D3AD0,8207056,False,#1AE910,1763600,3.75
#7D3AD0,8207056,False,#0FAC60,1027168,2.09
#7D3AD0,8207056,False,#513510,5322000,1.81
#7D3AD0,8207056,False,#260BB0,2493360,1.92
#7D3AD0,8207056,False,#B4DC60,11852896,3.93
#7D3AD0,8207056,False,#DDE350,14541648,4.47
#7D3AD0,8207056,False,#F5CE80,16109184,4.13
#7D3AD0,8207056,True,#F3F8D0,15988944,5.65
#7D3AD0,8207056,False,#9B73C0,10187712,1.65
#7D3AD0,8207056,False,#AE2C70,11414640,1.0
#7D3AD0,8207056,False,#8B81B0,9142704,1.73
#7D3AD0,8207056,False,#8EA9A0,9349536,2.45
#7D3AD0,8207056,False,#B20510,11666704,1.15
#7D3AD0,8207056,False,#4443A0,4473760,1.32
#7D3AD0,8207056,False,#67A090,6791312,2.06
#7D3AD0,8207056,False,#58CB70,5819248,3.0
#7D3AD0,8207056,False,#79C910,7981328,3.0
#7D3AD0,8207056,False,#00EDC0,60864,4.09
#7D3AD0,8207056,False,#209730,2135856,1.63
#7D3AD0,8207056,False,#F798A0,16226464,2.93
#7D3AD0,8207056,False,#066D10,421136,1.05
#7D3AD0,8207056,False,#CA7130,13267248,1.74
#7D3AD0,8207056,False,#7DB480,8238208,2.57
#7D3AD0,8207056,False,#1B2F70,1781616,2.0
#584870,5785712,False,#DE8320,14582560,2.86
#584870,5785712,False,#D55360,13980512,2.03
#584870,5785712,False,#315880,3233920,1.1
#584870,5785712,False,#F409A0,15993248,2.09
#584870,5785712,False,#57A310,5743376,2.58
#584870,5785712,False,#1F1330,2036528,2.15
#584870,5785712,False,#1CD190,1888656,4.1
#584870,5785712,False,#8D5AF0,9263856,1.88
#584870,5785712,True,#04FC70,326768,5.88
#584870,5785712,False,#8BC760,9160544,4.05
#584870,5785712,False,#5E40D0,6176976,1.21
#584870,5785712,False,#A76490,10970256,1.89
#584870,5785712,False,#D9B500,14267648,4.09
#584870,5785712,True,#9DEC20,10349600,5.61
#584870,5785712,False,#337DB0,3374512,1.82
#584870,5785712,False,#D92EB0,14233264,1.92
#584870,5785712,False,#42A940,4368704,2.71
#584870,5785712,False,#0C4D60,806240,1.14
#584870,5785712,False,#902C90,9448592,1.14
#584870,5785712,False,#541980,5511552,1.4
#584870,5785712,True,#9DFBC0,10353600,6.59
#584870,5785712,False,#EC6600,15492608,2.51
#584870,5785712,True,#F8F1F0,16314864,7.31
#584870,5785712,False,#570840,5703744,1.7
#584870,5785712,False,#E179E0,14776800,3.11
#584870,5785712,False,#9F8BA0,10455968,2.59
#584870,5785712,False,#712B50,7416656,1.19
#584870,5785712,True,#EAE090,15392912,6.04
#584870,5785712,False,#F68E80,16158336,3.53
#584870,5785712,True,#BCF520,12383520,6.29
#584870,5785712,False,#E39010,14913552,3.2
#584870,5785712,True,#50F6A0,5306016,5.83
#584870,5785712,False,#164210,1458704,1.41
#584870,5785712,False,#23AEB0,2338480,3.0
#584870,5785712,False,#0B45C0,738752,1.01
#584870,5785712,False,#7A4690,8013456,1.2
#584870,5785712,False,#739940,7575872,2.46
#584870,5785712,False,#D430B0,13906096,1.88
#584870,5785712,False,#5928B0,5843120,1.09
#584870,5785712,True,#DEF280,14611072,6.64
#584870,5785712,False,#29B3E0,2733024,3.34
#584870,5785712,False,#7200E0,7471328,1.08
#584870,5785712,True,#C8DFE0,13164512,5.85
#584870,5785712,False,#C41360,12850016,1.4
#584870,5785712,False,#84C230,8700464,3.78
#584870,5785712,True,#9BD310,10212112,4.54
#584870,5785712,False,#B4BAC0,11844288,4.16
#584870,5785712,False,#BCA2E0,12362464,3.64
#584870,5785712,False,#C80510,13108496,1.35
#584870,5785712,False,#8555E0,8738272,1.69
#584870,5785712,False,#FB31E0,16462304,2.56
#584870,5785712,False,#70A9C0,7383488,3.15
#584870,5785712,False,#890670,8980080,1.1
#584870,5785712,True,#E0C310,14730000,4.65
#584870,5785712,False,#C25010,12734480,1.72
#584870,5785712,False,#081370,529264,1.92
#584870,5785712,True,#2EFA40,3078720,5.77
#584870,5785712,False,#333D30,3358000,1.39
#584870,5785712,False,#263FC0,2506688,1.0
#584870,5785712,False,#4A96C0,4888256,2.49
#584870,5785712,False,#3FC140,4178240,3.46
#584870,5785712,False,#9543A0,9782176,1.39
#584870,5785712,False,#A96760,11102048,1.86
#584870,5785712,False,#E7A960,15182176,3.97
#584870,5785712,False,#2E16A0,3020448,1.48
#584870,5785712,False,#53BFC0,5488576,3.71
#584870,5785712,False,#BF5F20,12541728,1.89
#584870,5785712,False,#00A160,41312,2.43
#584870,5785712,False,#E96540,15295808,2.48
#584870,5785712,False,#3793F0,3642352,2.55
#584870,5785712,False,#E51A10,15014416,1.74
#584870,5785712,True,#FDE820,16640032,6.49
#584870,5785712,False,#9326D0,9643728,1.33
#584870,5785712,False,#9D72E0,10318560,2.29
